investor_id,sip_count,avg_gap,at_risk
INV001258,0,,False
INV001259,2,235.0,False
INV001260,2,151.0,False
INV001261,1,,False
INV001262,4,130.0,False
INV001263,1,,False
INV001264,2,120.0,False
INV001265,3,226.0,False
INV001266,0,,False
INV001267,0,,False
INV001269,1,,False
INV001270,0,,False
INV001271,2,24.0,False
INV001273,2,239.0,False
INV001274,2,393.0,False
INV001275,3,59.0,False
INV001276,2,357.0,False
INV001277,0,,False
INV001279,1,,False
INV001280,1,,False
INV001281,1,,False
INV001282,2,361.0,False
INV001284,0,,False
INV001285,0,,False
INV001286,2,152.0,False
INV001287,2,96.0,False
INV001288,3,165.5,False
INV001289,2,386.0,False
INV001290,1,,False
INV001291,4,130.66666666666666,False
INV001292,0,,False
INV001294,1,,False
INV001295,3,228.0,False
INV001296,0,,False
INV001297,0,,False
INV001298,2,449.0,False
INV001299,3,165.5,False
INV001300,1,,False
INV001301,0,,False
INV001302,1,,False
INV001304,5,107.5,False
INV001305,1,,False
INV001306,0,,False
INV001307,0,,False
INV001308,3,78.0,False
INV001309,1,,False
INV001310,3,289.0,False
INV001311,2,307.0,False
INV001312,2,248.0,False
INV001313,0,,False
INV001314,4,153.0,False
INV001315,4,91.33333333333333,False
INV001316,4,194.0,False
INV001317,1,,False
INV001318,2,150.0,False
INV001319,3,15.0,False
INV001320,2,94.0,False
INV001321,1,,False
INV001322,1,,False
INV001323,1,,False
INV001324,0,,False
INV001325,0,,False
INV001326,5,166.25,False
INV001327,1,,False
INV001328,1,,False
INV001329,2,95.0,False
INV001330,0,,False
INV001331,3,74.0,False
INV001332,3,321.5,False
INV001333,5,150.25,False
INV001334,3,167.0,False
INV001335,0,,False
INV001336,3,30.5,False
INV001337,2,23.0,False
INV001338,0,,False
INV001339,1,,False
INV001340,0,,False
INV001341,2,546.0,False
INV001342,4,132.33333333333334,False
INV001343,2,26.0,False
INV001344,1,,False
INV001345,2,30.0,False
INV001346,3,80.0,False
INV001347,1,,False
INV001348,4,101.33333333333333,False
INV001349,0,,False
INV001350,0,,False
INV001351,0,,False
INV001352,2,243.0,False
INV001353,1,,False
INV001354,1,,False
INV001355,2,122.0,False
INV001356,4,122.0,False
INV001357,2,66.0,False
INV001358,0,,False
INV001359,5,99.25,False
INV001360,0,,False
INV001361,1,,False
INV001362,2,59.0,False
INV001363,3,72.0,False
INV001365,2,30.0,False
INV001366,3,76.5,False
INV001367,3,351.5,False
INV001368,0,,False
INV001369,2,363.0,False
INV001370,2,451.0,False
INV001371,0,,False
INV001372,0,,False
INV001373,0,,False
INV001374,1,,False
INV001375,3,275.0,False
INV001376,4,170.33333333333334,False
INV001377,2,61.0,False
INV001378,1,,False
INV001379,2,85.0,False
INV001380,0,,False
INV001382,2,332.0,False
INV001383,4,182.66666666666666,False
INV001384,1,,False
INV001385,1,,False
INV001386,0,,False
INV001387,5,114.75,False
INV001388,1,,False
INV001389,1,,False
INV001390,2,548.0,False
INV001391,1,,False
INV001392,2,358.0,False
INV001393,1,,False
INV001394,3,49.0,False
INV001395,1,,False
INV001396,0,,False
INV001397,3,198.5,False
INV001398,1,,False
INV001399,2,7.0,False
INV001400,1,,False
INV001401,1,,False
INV001402,1,,False
INV001403,0,,False
INV001404,1,,False
INV001405,1,,False
INV001406,4,120.33333333333333,False
INV001407,2,55.0,False
INV001408,1,,False
INV001409,1,,False
INV001410,2,366.0,False
INV001411,4,122.66666666666667,False
INV001412,1,,False
INV001413,1,,False
INV001414,0,,False
INV001415,4,151.66666666666666,False
INV001416,1,,False
INV001417,0,,False
INV001418,3,76.0,False
INV001419,2,206.0,False
INV001420,0,,False
INV001421,3,135.0,False
INV001422,2,154.0,False
INV001423,3,258.5,False
INV001424,1,,False
INV001425,1,,False
INV001426,0,,False
INV001427,1,,False
INV001428,1,,False
INV001429,0,,False
INV001430,0,,False
INV001431,1,,False
INV001432,3,225.5,False
INV001433,0,,False
INV001434,3,16.5,False
INV001435,2,152.0,False
INV001436,0,,False
INV001437,0,,False
INV001438,1,,False
INV001439,2,145.0,False
INV001440,1,,False
INV001441,0,,False
INV001442,1,,False
INV001443,2,240.0,False
INV001444,0,,False
INV001445,1,,False
INV001446,1,,False
INV001447,1,,False
INV001448,2,478.0,False
INV001449,1,,False
INV001450,2,216.0,False
INV001451,0,,False
INV001452,2,92.0,False
INV001453,2,121.0,False
INV001454,3,76.5,False
INV001455,5,113.5,False
INV001456,3,45.0,False
INV001457,0,,False
INV001458,3,50.0,False
INV001459,0,,False
INV001460,0,,False
INV001461,1,,False
INV001462,2,207.0,False
INV001463,0,,False
INV001464,0,,False
INV001465,2,301.0,False
INV001466,3,2.5,False
INV001467,1,,False
INV001468,0,,False
INV001469,0,,False
INV001470,0,,False
INV001472,4,152.33333333333334,False
INV001473,1,,False
INV001474,1,,False
INV001475,0,,False
INV001476,2,396.0,False
INV001477,1,,False
INV001478,1,,False
INV001479,1,,False
INV001480,2,121.0,False
INV001481,4,77.66666666666667,False
INV001482,2,35.0,False
INV001483,0,,False
INV001484,1,,False
INV001485,4,48.666666666666664,False
INV001486,0,,False
INV001487,3,314.5,False
INV001488,2,179.0,False
INV001489,2,239.0,False
INV001491,3,44.0,False
INV001492,3,138.5,False
INV001494,1,,False
INV001495,1,,False
INV001496,2,269.0,False
INV001497,4,132.66666666666666,False
INV001498,0,,False
INV001499,3,48.0,False
INV001500,2,38.0,False
INV001501,2,162.0,False
INV001502,0,,False
INV001503,2,61.0,False
INV001504,3,118.0,False
INV001505,2,59.0,False
INV001506,1,,False
INV001507,4,183.0,False
INV001508,2,579.0,False
INV001509,1,,False
INV001510,4,173.0,False
INV001511,0,,False
INV001512,1,,False
INV001513,0,,False
INV001514,2,360.0,False
INV001515,1,,False
INV001516,3,333.5,False
INV001518,1,,False
INV001519,2,36.0,False
INV001520,0,,False
INV001521,3,196.5,False
INV001522,1,,False
INV001524,1,,False
INV001525,0,,False
INV001526,2,91.0,False
INV001527,1,,False
INV001528,1,,False
INV001529,1,,False
INV001530,3,165.0,False
INV001531,2,84.0,False
INV001532,4,210.0,False
INV001534,1,,False
INV001535,2,61.0,False
INV001536,2,55.0,False
INV001537,0,,False
INV001538,3,226.0,False
INV001539,1,,False
INV001540,1,,False
INV001542,3,225.5,False
INV001543,1,,False
INV001544,1,,False
INV001545,4,172.33333333333334,False
INV001547,4,132.0,False
INV001548,1,,False
INV001549,0,,False
INV001550,2,4.0,False
INV001551,4,171.66666666666666,False
INV001552,0,,False
INV001553,4,151.0,False
INV001554,0,,False
INV001555,1,,False
INV001556,1,,False
INV001557,1,,False
INV001558,3,225.0,False
INV001560,0,,False
INV001561,2,544.0,False
INV001562,6,115.6,True
INV001563,1,,False
INV001564,4,119.66666666666667,False
INV001566,2,424.0,False
INV001567,3,137.5,False
INV001568,0,,False
INV001569,4,92.66666666666667,False
INV001570,0,,False
INV001571,1,,False
INV001572,0,,False
INV001573,2,265.0,False
INV001574,1,,False
INV001575,0,,False
INV001576,0,,False
INV001577,0,,False
INV001578,1,,False
INV001579,2,153.0,False
INV001580,1,,False
INV001581,0,,False
INV001582,1,,False
INV001583,0,,False
INV001584,2,415.0,False
INV001585,3,72.5,False
INV001586,1,,False
INV001587,4,88.66666666666667,False
INV001588,1,,False
INV001589,0,,False
INV001590,1,,False
INV001591,1,,False
INV001592,2,123.0,False
INV001593,0,,False
INV001594,0,,False
INV001595,1,,False
INV001596,1,,False
INV001597,2,215.0,False
INV001598,1,,False
INV001599,2,272.0,False
INV001600,0,,False
INV001601,1,,False
INV001602,1,,False
INV001603,2,60.0,False
INV001604,1,,False
INV001605,3,243.5,False
INV001606,4,150.33333333333334,False
INV001607,1,,False
INV001608,3,106.5,False
INV001609,1,,False
INV001611,1,,False
INV001612,3,151.0,False
INV001613,0,,False
INV001614,1,,False
INV001615,1,,False
INV001616,1,,False
INV001617,1,,False
INV001618,2,1.0,False
INV001619,1,,False
INV001620,2,28.0,False
INV001621,2,334.0,False
INV001622,1,,False
INV001623,2,272.0,False
INV001624,2,92.0,False
INV001625,4,190.33333333333334,False
INV001626,2,8.0,False
INV001627,1,,False
INV001628,4,161.66666666666666,False
INV001629,2,154.0,False
INV001630,2,62.0,False
INV001631,3,47.5,False
INV001633,0,,False
INV001634,0,,False
INV001635,1,,False
INV001636,5,129.5,False
INV001637,0,,False
INV001638,1,,False
INV001639,0,,False
INV001640,2,152.0,False
INV001641,4,149.66666666666666,False
INV001642,0,,False
INV001643,2,152.0,False
INV001644,2,188.0,False
INV001645,1,,False
INV001646,2,191.0,False
INV001648,1,,False
INV001649,2,37.0,False
INV001650,3,155.5,False
INV001651,3,19.5,False
INV001652,2,180.0,False
INV001653,0,,False
INV001654,3,287.5,False
INV001655,2,27.0,False
INV001656,3,152.5,False
INV001658,2,696.0,False
INV001659,0,,False
INV001660,2,173.0,False
INV001661,0,,False
INV001662,1,,False
INV001663,3,122.0,False
INV001664,0,,False
INV001665,2,125.0,False
INV001666,2,92.0,False
INV001667,0,,False
INV001668,1,,False
INV001669,2,59.0,False
INV001670,2,83.0,False
INV001671,1,,False
INV001672,3,110.0,False
INV001673,4,89.33333333333333,False
INV001674,2,270.0,False
INV001676,0,,False
INV001677,1,,False
INV001678,1,,False
INV001679,2,232.0,False
INV001680,5,143.0,False
INV001681,1,,False
INV001682,0,,False
INV001683,4,113.0,False
INV001684,0,,False
INV001685,0,,False
INV001686,0,,False
INV001687,2,91.0,False
INV001688,3,272.0,False
INV001689,1,,False
INV001690,4,130.0,False
INV001691,0,,False
INV001692,2,92.0,False
INV001693,0,,False
INV001694,4,50.333333333333336,False
INV001695,3,137.0,False
INV001696,3,71.5,False
INV001697,4,173.0,False
INV001698,0,,False
INV001699,4,83.33333333333333,False
INV001700,1,,False
INV001701,2,82.0,False
INV001702,1,,False
INV001703,1,,False
INV001705,3,77.0,False
INV001706,1,,False
INV001707,1,,False
INV001708,1,,False
INV001709,3,137.0,False
INV001710,0,,False
INV001711,2,448.0,False
INV001712,2,177.0,False
INV001713,1,,False
INV001714,1,,False
INV001715,0,,False
INV001716,2,60.0,False
INV001718,3,117.5,False
INV001719,0,,False
INV001720,3,208.5,False
INV001721,1,,False
INV001722,1,,False
INV001723,1,,False
INV001724,4,141.0,False
INV001725,1,,False
INV001726,0,,False
INV001727,2,8.0,False
INV001728,3,148.0,False
INV001729,0,,False
INV001730,0,,False
INV001731,0,,False
INV001732,2,183.0,False
INV001733,0,,False
INV001734,3,225.0,False
INV001735,3,57.0,False
INV001736,4,152.0,False
INV001737,5,31.0,False
INV001738,5,105.0,False
INV001739,3,77.5,False
INV001740,2,177.0,False
INV001741,1,,False
INV001742,2,97.0,False
INV001743,1,,False
INV001744,3,33.0,False
INV001745,1,,False
INV001746,4,22.333333333333332,False
INV001747,2,246.0,False
INV001748,2,92.0,False
INV001749,0,,False
INV001750,0,,False
INV001751,1,,False
INV001752,2,241.0,False
INV001753,5,143.0,False
INV001754,1,,False
INV001757,2,281.0,False
INV001758,2,61.0,False
INV001759,3,270.0,False
INV001760,1,,False
INV001761,0,,False
INV001762,2,243.0,False
INV001763,3,149.5,False
INV001764,1,,False
INV001765,0,,False
INV001766,1,,False
INV001768,0,,False
INV001769,4,231.66666666666666,False
INV001770,1,,False
INV001771,0,,False
INV001772,4,201.33333333333334,False
INV001773,3,76.0,False
INV001774,2,66.0,False
INV001775,6,77.4,True
INV001776,0,,False
INV001777,6,96.0,True
INV001778,4,111.66666666666667,False
INV001779,0,,False
INV001780,1,,False
INV001781,0,,False
INV001782,2,148.0,False
INV001783,1,,False
INV001784,3,90.0,False
INV001785,2,273.0,False
INV001786,1,,False
INV001787,0,,False
INV001788,2,95.0,False
INV001789,1,,False
INV001790,1,,False
INV001791,0,,False
INV001792,2,4.0,False
INV001793,1,,False
INV001794,0,,False
INV001795,0,,False
INV001796,1,,False
INV001797,5,128.0,False
INV001798,3,136.0,False
INV001799,1,,False
INV001800,5,59.0,False
INV001801,3,119.5,False
INV001802,4,172.0,False
INV001803,3,165.0,False
INV001804,3,137.0,False
INV001805,3,124.0,False
INV001806,4,41.333333333333336,False
INV001809,2,323.0,False
INV001810,3,89.5,False
INV001811,5,173.75,False
INV001813,0,,False
INV001814,2,89.0,False
INV001815,3,107.5,False
INV001816,1,,False
INV001817,0,,False
INV001818,0,,False
INV001819,0,,False
INV001820,2,178.0,False
INV001821,0,,False
INV001822,1,,False
INV001823,5,150.25,False
INV001824,1,,False
INV001825,2,308.0,False
INV001826,2,155.0,False
INV001827,3,168.0,False
INV001828,1,,False
INV001829,2,151.0,False
INV001830,0,,False
INV001831,3,168.5,False
INV001832,2,156.0,False
INV001833,3,126.0,False
INV001834,3,137.0,False
INV001835,2,252.0,False
INV001836,3,330.0,False
INV001837,2,481.0,False
INV001838,0,,False
INV001839,0,,False
INV001840,1,,False
INV001841,0,,False
INV001842,2,100.0,False
INV001843,3,131.5,False
INV001844,1,,False
INV001845,2,602.0,False
INV001846,1,,False
INV001847,0,,False
INV001848,3,136.0,False
INV001849,1,,False
INV001850,1,,False
INV001851,1,,False
INV001852,0,,False
INV001853,2,4.0,False
INV001854,0,,False
INV001855,1,,False
INV001856,2,31.0,False
INV001857,2,95.0,False
INV001858,3,182.5,False
INV001859,1,,False
INV001860,2,614.0,False
INV001861,1,,False
INV001862,0,,False
INV001863,0,,False
INV001865,3,135.0,False
INV001866,2,59.0,False
INV001867,0,,False
INV001868,0,,False
INV001869,1,,False
INV001870,4,212.33333333333334,False
INV001871,2,85.0,False
INV001872,0,,False
INV001873,2,240.0,False
INV001874,2,33.0,False
INV001875,1,,False
INV001876,1,,False
INV001877,1,,False
INV001878,0,,False
INV001879,2,92.0,False
INV001880,1,,False
INV001881,3,48.5,False
INV001882,1,,False
INV001883,2,84.0,False
INV001885,2,188.0,False
INV001886,2,178.0,False
INV001887,2,245.0,False
INV001888,3,58.5,False
INV001890,3,258.0,False
INV001891,1,,False
INV001892,2,85.0,False
INV001893,3,315.5,False
INV001895,0,,False
INV001896,1,,False
INV001897,2,33.0,False
INV001899,2,7.0,False
INV001900,2,241.0,False
INV001901,1,,False
INV001902,1,,False
INV001903,0,,False
INV001904,1,,False
INV001905,3,151.0,False
INV001906,1,,False
INV001908,0,,False
INV001909,1,,False
INV001910,1,,False
INV001911,0,,False
INV001912,3,194.5,False
INV001913,1,,False
INV001914,1,,False
INV001915,1,,False
INV001916,3,179.0,False
INV001917,1,,False
INV001918,0,,False
INV001919,0,,False
INV001920,3,270.0,False
INV001921,3,152.5,False
INV001922,1,,False
INV001923,3,154.0,False
INV001924,5,39.25,False
INV001925,0,,False
INV001926,0,,False
INV001927,1,,False
INV001928,1,,False
INV001929,2,59.0,False
INV001930,3,169.5,False
INV001931,0,,False
INV001932,0,,False
INV001933,1,,False
INV001934,0,,False
INV001935,0,,False
INV001936,0,,False
INV001937,2,31.0,False
INV001938,2,182.0,False
INV001939,1,,False
INV001940,0,,False
INV001942,0,,False
INV001943,2,425.0,False
INV001944,2,393.0,False
INV001945,2,181.0,False
INV001946,1,,False
INV001947,0,,False
INV001948,1,,False
INV001949,0,,False
INV001950,1,,False
INV001951,3,195.5,False
INV001952,1,,False
INV001954,3,94.0,False
INV001955,3,162.0,False
INV001956,1,,False
INV001957,2,336.0,False
INV001959,0,,False
INV001960,1,,False
INV001961,2,37.0,False
INV001962,3,149.0,False
INV001963,1,,False
INV001964,0,,False
INV001965,1,,False
INV001966,1,,False
INV001967,2,658.0,False
INV001968,1,,False
INV001969,2,83.0,False
INV001970,0,,False
INV001971,2,334.0,False
INV001972,4,40.0,False
INV001973,1,,False
INV001974,0,,False
INV001975,0,,False
INV001976,2,248.0,False
INV001977,3,348.5,False
INV001978,2,419.0,False
INV001979,3,163.0,False
INV001980,2,427.0,False
INV001981,0,,False
INV001982,2,212.0,False
INV001983,3,212.0,False
INV001984,0,,False
INV001985,2,24.0,False
INV001986,2,605.0,False
INV001987,1,,False
INV001988,1,,False
INV001989,1,,False
INV001990,4,150.33333333333334,False
INV001991,1,,False
INV001992,1,,False
INV001993,2,129.0,False
INV001994,0,,False
INV001995,1,,False
INV001996,0,,False
INV001997,2,85.0,False
INV001998,1,,False
INV001999,2,2.0,False
INV002000,1,,False
INV002001,1,,False
INV002002,0,,False
INV002003,0,,False
INV002004,1,,False
INV002005,1,,False
INV002006,2,4.0,False
INV002007,1,,False
INV002008,1,,False
INV002009,0,,False
INV002010,2,270.0,False
INV002011,0,,False
INV002012,3,86.5,False
INV002013,1,,False
INV002014,0,,False
INV002015,0,,False
INV002016,1,,False
INV002017,2,29.0,False
INV002018,3,208.0,False
INV002019,6,133.6,True
INV002020,0,,False
INV002021,0,,False
INV002022,0,,False
INV002023,1,,False
INV002024,1,,False
INV002025,4,58.333333333333336,False
INV002026,3,244.0,False
INV002027,1,,False
INV002028,0,,False
INV002029,0,,False
INV002030,2,91.0,False
INV002031,0,,False
INV002032,2,149.0,False
INV002033,2,67.0,False
INV002034,4,101.33333333333333,False
INV002035,2,213.0,False
INV002036,2,154.0,False
INV002037,2,0.0,False
INV002038,2,330.0,False
INV002039,1,,False
INV002040,2,236.0,False
INV002041,2,245.0,False
INV002042,1,,False
INV002043,0,,False
INV002044,1,,False
INV002045,1,,False
INV002046,0,,False
INV002047,2,364.0,False
INV002048,0,,False
INV002049,0,,False
INV002050,2,395.0,False
INV002051,1,,False
INV002052,2,7.0,False
INV002053,1,,False
INV002054,5,71.0,False
INV002055,1,,False
INV002056,3,155.0,False
INV002057,0,,False
INV002058,0,,False
INV002059,2,209.0,False
INV002060,2,363.0,False
INV002061,1,,False
INV002063,0,,False
INV002064,0,,False
INV002065,3,255.5,False
INV002066,1,,False
INV002067,3,63.0,False
INV002068,1,,False
INV002069,4,211.66666666666666,False
INV002070,2,430.0,False
INV002071,0,,False
INV002072,1,,False
INV002073,1,,False
INV002074,1,,False
INV002075,2,183.0,False
INV002076,0,,False
INV002077,3,110.0,False
INV002078,1,,False
INV002079,0,,False
INV002080,0,,False
INV002081,1,,False
INV002082,2,83.0,False
INV002083,5,82.25,False
INV002084,0,,False
INV002085,4,192.0,False
INV002087,1,,False
INV002088,2,6.0,False
INV002089,0,,False
INV002090,4,81.66666666666667,False
INV002091,0,,False
INV002092,3,152.5,False
INV002093,0,,False
INV002094,1,,False
INV002095,3,122.0,False
INV002096,1,,False
INV002097,0,,False
INV002098,1,,False
INV002099,1,,False
INV002101,2,273.0,False
INV002102,1,,False
INV002103,0,,False
INV002104,0,,False
INV002106,2,515.0,False
INV002107,4,71.66666666666667,False
INV002108,2,211.0,False
INV002109,1,,False
INV002110,2,183.0,False
INV002111,4,132.0,False
INV002112,4,180.33333333333334,False
INV002113,2,163.0,False
INV002114,0,,False
INV002115,1,,False
INV002116,2,34.0,False
INV002117,3,76.5,False
INV002118,0,,False
INV002119,2,303.0,False
INV002120,0,,False
INV002121,3,165.0,False
INV002122,3,269.0,False
INV002123,1,,False
INV002124,2,477.0,False
INV002125,5,89.5,False
INV002126,2,213.0,False
INV002127,3,62.5,False
INV002128,2,208.0,False
INV002129,3,74.5,False
INV002130,3,94.5,False
INV002131,3,210.0,False
INV002132,0,,False
INV002133,0,,False
INV002134,1,,False
INV002135,0,,False
INV002136,0,,False
INV002137,2,543.0,False
INV002138,3,171.0,False
INV002139,2,302.0,False
INV002140,1,,False
INV002141,1,,False
INV002142,4,83.33333333333333,False
INV002143,2,180.0,False
INV002144,0,,False
INV002145,1,,False
INV002146,1,,False
INV002147,0,,False
INV002148,1,,False
INV002149,4,192.0,False
INV002150,1,,False
INV002151,2,3.0,False
INV002152,3,243.0,False
INV002153,5,129.0,False
INV002154,1,,False
INV002155,1,,False
INV002156,1,,False
INV002157,5,84.25,False
INV002158,1,,False
INV002159,2,574.0,False
INV002160,0,,False
INV002161,2,177.0,False
INV002162,4,142.33333333333334,False
INV002163,2,363.0,False
INV002164,0,,False
INV002165,1,,False
INV002166,4,224.66666666666666,False
INV002167,0,,False
INV002168,1,,False
INV002169,0,,False
INV002170,1,,False
INV002171,4,101.0,False
INV002172,1,,False
INV002173,0,,False
INV002174,1,,False
INV002175,1,,False
INV002176,2,28.0,False
INV002177,0,,False
INV002178,3,135.0,False
INV002179,3,90.0,False
INV002180,2,423.0,False
INV002181,0,,False
INV002182,1,,False
INV002183,0,,False
INV002184,1,,False
INV002185,1,,False
INV002186,2,217.0,False
INV002187,3,243.0,False
INV002188,2,28.0,False
INV002189,3,226.5,False
INV002190,0,,False
INV002191,1,,False
INV002192,4,89.33333333333333,False
INV002193,0,,False
INV002194,0,,False
INV002195,6,72.6,True
INV002196,5,167.75,False
INV002197,1,,False
INV002198,6,85.0,True
INV002199,0,,False
INV002200,2,154.0,False
INV002201,3,91.5,False
INV002202,0,,False
INV002204,0,,False
INV002205,3,198.5,False
INV002206,4,114.66666666666667,False
INV002207,3,123.0,False
INV002208,2,61.0,False
INV002209,2,113.0,False
INV002211,1,,False
INV002212,1,,False
INV002213,3,226.5,False
INV002214,2,120.0,False
INV002215,1,,False
INV002216,3,274.5,False
INV002217,1,,False
INV002218,3,179.5,False
INV002219,6,125.6,True
INV002220,0,,False
INV002222,1,,False
INV002223,2,154.0,False
INV002224,2,58.0,False
INV002225,2,116.0,False
INV002226,0,,False
INV002227,3,330.0,False
INV002228,3,150.0,False
INV002229,1,,False
INV002230,3,118.5,False
INV002232,4,182.0,False
INV002233,1,,False
INV002234,2,303.0,False
INV002235,1,,False
INV002236,1,,False
INV002237,2,150.0,False
INV002238,3,135.5,False
INV002239,0,,False
INV002240,1,,False
INV002241,0,,False
INV002242,2,66.0,False
INV002243,1,,False
INV002244,1,,False
INV002245,2,32.0,False
INV002246,0,,False
INV002247,2,92.0,False
INV002248,3,301.0,False
INV002249,3,127.0,False
INV002250,2,305.0,False
INV002251,1,,False
INV002252,1,,False
INV002253,0,,False
INV002255,3,63.5,False
INV002256,4,92.0,False
INV002257,0,,False
INV002258,3,257.5,False
INV002259,0,,False
INV002260,1,,False
INV002261,1,,False
INV002262,0,,False
INV002264,1,,False
INV002265,3,121.0,False
INV002266,0,,False
INV002267,2,296.0,False
INV002268,1,,False
INV002269,0,,False
INV002270,3,196.5,False
INV002271,2,25.0,False
INV002272,1,,False
INV002273,1,,False
INV002274,1,,False
INV002275,4,142.0,False
INV002276,3,198.0,False
INV002277,4,73.0,False
INV002278,1,,False
INV002279,2,34.0,False
INV002280,0,,False
INV002281,2,277.0,False
INV002282,2,127.0,False
INV002283,2,359.0,False
INV002284,2,335.0,False
INV002285,2,184.0,False
INV002286,0,,False
INV002287,2,191.0,False
INV002288,1,,False
INV002290,2,58.0,False
INV002291,2,338.0,False
INV002292,2,478.0,False
INV002294,4,192.33333333333334,False
INV002295,4,60.0,False
INV002296,0,,False
INV002297,1,,False
INV002298,2,1.0,False
INV002299,1,,False
INV002300,1,,False
INV002301,1,,False
INV002302,2,127.0,False
INV002304,5,68.0,False
INV002306,0,,False
INV002307,3,288.5,False
INV002308,2,389.0,False
INV002309,2,0.0,False
INV002310,0,,False
INV002311,0,,False
INV002312,2,151.0,False
INV002314,0,,False
INV002315,2,519.0,False
INV002316,1,,False
INV002317,0,,False
INV002318,1,,False
INV002319,5,52.5,False
INV002320,1,,False
INV002321,1,,False
INV002322,2,637.0,False
INV002323,3,243.5,False
INV002324,1,,False
INV002325,1,,False
INV002326,1,,False
INV002327,2,245.0,False
INV002328,2,220.0,False
INV002329,4,30.0,False
INV002330,0,,False
INV002332,1,,False
INV002333,3,89.0,False
INV002334,0,,False
INV002335,1,,False
INV002336,1,,False
INV002337,1,,False
INV002338,3,304.5,False
INV002339,0,,False
INV002341,4,180.0,False
INV002342,2,545.0,False
INV002343,5,152.5,False
INV002344,1,,False
INV002345,0,,False
INV002346,1,,False
INV002347,5,113.25,False
INV002348,3,31.5,False
INV002349,3,135.5,False
INV002350,0,,False
INV002351,3,73.5,False
INV002352,1,,False
INV002353,2,450.0,False
INV002355,0,,False
INV002357,3,108.0,False
INV002358,3,76.0,False
INV002360,2,29.0,False
INV002361,5,53.75,False
INV002363,0,,False
INV002364,0,,False
INV002365,1,,False
INV002366,1,,False
INV002367,4,81.33333333333333,False
INV002368,3,213.0,False
INV002369,3,153.0,False
INV002370,4,132.0,False
INV002371,0,,False
INV002372,1,,False
INV002373,1,,False
INV002374,1,,False
INV002375,1,,False
INV002376,0,,False
INV002377,2,64.0,False
INV002378,2,387.0,False
INV002379,3,243.5,False
INV002380,2,454.0,False
INV002381,1,,False
INV002382,4,92.0,False
INV002383,0,,False
INV002384,2,95.0,False
INV002385,2,153.0,False
INV002386,1,,False
INV002387,3,213.5,False
INV002388,2,338.0,False
INV002389,6,96.8,True
INV002390,4,83.0,False
INV002391,2,84.0,False
INV002392,2,120.0,False
INV002393,2,57.0,False
INV002394,3,255.0,False
INV002395,3,3.0,False
INV002396,0,,False
INV002397,1,,False
INV002399,2,574.0,False
INV002400,6,63.0,True
INV002401,6,53.6,True
INV002402,3,224.0,False
INV002403,1,,False
INV002404,2,3.0,False
INV002405,1,,False
INV002406,0,,False
INV002407,3,240.0,False
INV002408,1,,False
INV002409,4,131.0,False
INV002410,0,,False
INV002411,1,,False
INV002412,1,,False
INV002413,1,,False
INV002414,1,,False
INV002415,4,160.66666666666666,False
INV002416,1,,False
INV002417,4,84.66666666666667,False
INV002418,3,168.0,False
INV002419,0,,False
INV002420,0,,False
INV002421,0,,False
INV002422,2,90.0,False
INV002423,1,,False
INV002424,2,510.0,False
INV002425,1,,False
INV002426,1,,False
INV002427,1,,False
INV002428,0,,False
INV002429,2,35.0,False
INV002430,2,40.0,False
INV002431,1,,False
INV002432,1,,False
INV002433,0,,False
INV002434,3,256.0,False
INV002435,2,28.0,False
INV002436,4,203.0,False
INV002437,2,390.0,False
INV002438,0,,False
INV002440,1,,False
INV002441,0,,False
INV002442,2,3.0,False
INV002443,1,,False
INV002444,0,,False
INV002445,3,93.0,False
INV002446,3,104.5,False
INV002447,1,,False
INV002448,0,,False
INV002449,0,,False
INV002450,2,158.0,False
INV002451,2,303.0,False
INV002452,3,47.0,False
INV002453,3,148.0,False
INV002454,1,,False
INV002455,1,,False
INV002457,2,240.0,False
INV002458,2,122.0,False
INV002459,2,122.0,False
INV002460,1,,False
INV002461,2,637.0,False
INV002462,0,,False
INV002463,2,460.0,False
INV002464,3,108.5,False
INV002465,2,91.0,False
INV002466,2,4.0,False
INV002467,5,81.75,False
INV002468,1,,False
INV002469,1,,False
INV002470,0,,False
INV002471,4,49.333333333333336,False
INV002472,0,,False
INV002473,1,,False
INV002474,1,,False
INV002475,1,,False
INV002476,3,90.0,False
INV002477,1,,False
INV002478,0,,False
INV002479,1,,False
INV002481,1,,False
INV002483,1,,False
INV002484,1,,False
INV002485,4,220.0,False
INV002486,4,71.66666666666667,False
INV002487,1,,False
INV002488,1,,False
INV002489,1,,False
INV002490,1,,False
INV002491,1,,False
INV002493,1,,False
INV002494,0,,False
INV002495,3,107.0,False
INV002496,3,105.0,False
INV002497,1,,False
INV002498,0,,False
INV002499,0,,False
INV002500,2,363.0,False
INV002502,2,304.0,False
INV002503,1,,False
INV002504,2,332.0,False
INV002505,1,,False
INV002506,1,,False
INV002507,2,364.0,False
INV002508,3,316.5,False
INV002509,3,57.5,False
INV002510,4,118.33333333333333,False
INV002511,0,,False
INV002512,0,,False
INV002513,2,390.0,False
INV002514,1,,False
INV002515,0,,False
INV002516,1,,False
INV002517,1,,False
INV002518,2,697.0,False
INV002519,1,,False
INV002520,1,,False
INV002521,2,329.0,False
INV002523,1,,False
INV002524,1,,False
INV002525,1,,False
INV002526,1,,False
INV002527,1,,False
INV002528,1,,False
INV002529,1,,False
INV002530,4,180.66666666666666,False
INV002531,6,91.8,True
INV002532,0,,False
