date,nav
2024-12-10,253.0245
2024-12-11,264.5009
2024-12-12,262.2063
2024-12-13,262.2063
2024-12-14,262.2063
2024-12-15,262.2063
2024-12-16,262.2063
2024-12-17,262.2063
2024-12-18,262.2063
2024-12-19,262.2063
2024-12-20,262.2063
2024-12-21,262.2063
2024-12-22,262.2063
2024-12-23,262.2063
2024-12-24,262.2063
2024-12-25,262.2063
2024-12-26,262.2063
2024-12-27,262.2063
2024-12-28,262.2063
2024-12-29,262.2063
2024-12-30,262.2063
2024-12-31,262.2063
2025-01-01,275.4325
2025-01-02,275.4325
2025-01-03,275.4325
2025-01-04,307.5011
2025-01-05,317.9632
2025-01-06,317.9632
2025-01-07,354.2317
2025-01-08,365.2215
2025-01-09,406.3723
2025-01-10,402.2523
2025-01-11,402.2523
2025-01-12,383.0212
2025-01-13,383.0212
2025-01-14,383.0212
2025-01-15,383.0212
2025-01-16,383.0212
2025-01-17,383.0212
2025-01-18,383.0212
2025-01-19,383.0212
2025-01-20,383.0212
2025-01-21,383.0212
2025-01-22,383.0212
2025-01-23,383.0212
2025-01-24,383.0212
2025-01-25,383.0212
2025-01-26,383.0212
2025-01-27,383.0212
2025-01-28,383.0212
2025-01-29,383.0212
2025-01-30,383.0212
2025-01-31,383.0212
2025-02-01,275.4237
2025-02-02,275.4237
2025-02-03,275.4237
2025-02-04,308.6925
2025-02-05,316.7779
2025-02-06,335.9544
2025-02-07,354.1775
2025-02-08,354.1775
2025-02-09,408.8214
2025-02-10,410.0105
2025-02-11,410.0105
2025-02-12,382.1698
2025-02-13,382.1698
2025-02-14,382.1698
2025-02-15,382.1698
2025-02-16,382.1698
2025-02-17,382.1698
2025-02-18,382.1698
2025-02-19,382.1698
2025-02-20,382.1698
2025-02-21,382.1698
2025-02-22,382.1698
2025-02-23,382.1698
2025-02-24,382.1698
2025-02-25,382.1698
2025-02-26,382.1698
2025-02-27,382.1698
2025-02-28,382.1698
2025-03-01,276.1859
2025-03-02,295.3964
2025-03-03,297.817
2025-03-04,311.9193
2025-03-05,311.9193
2025-03-06,336.4731
2025-03-07,355.2743
2025-03-08,355.2743
2025-03-09,408.9552
2025-03-10,410.8239
2025-03-11,401.8864
2025-03-12,379.3323
2025-03-13,379.3323
2025-03-14,379.3323
2025-03-15,379.3323
2025-03-16,379.3323
2025-03-17,379.3323
2025-03-18,379.3323
2025-03-19,379.3323
2025-03-20,379.3323
2025-03-21,379.3323
2025-03-22,379.3323
2025-03-23,379.3323
2025-03-24,379.3323
2025-03-25,379.3323
2025-03-26,379.3323
2025-03-27,379.3323
2025-03-28,379.3323
2025-03-29,379.3323
2025-03-30,379.3323
2025-03-31,379.3323
2025-04-01,379.3323
2025-04-02,293.9886
2025-04-03,302.5387
2025-04-04,316.4795
2025-04-05,316.4795
2025-04-06,332.1638
2025-04-07,355.6785
2025-04-08,368.471
2025-04-09,405.858
2025-04-10,405.858
2025-04-11,392.5738
2025-04-12,383.4407
2025-04-13,383.4407
2025-04-14,383.4407
2025-04-15,383.4407
2025-04-16,383.4407
2025-04-17,383.4407
2025-04-18,383.4407
2025-04-19,383.4407
2025-04-20,383.4407
2025-04-21,383.4407
2025-04-22,383.4407
2025-04-23,383.4407
2025-04-24,383.4407
2025-04-25,383.4407
2025-04-26,383.4407
2025-04-27,383.4407
2025-04-28,383.4407
2025-04-29,383.4407
2025-04-30,383.4407
2025-05-01,383.4407
2025-05-02,294.1155
2025-05-03,307.5567
2025-05-04,307.5567
2025-05-05,325.4626
2025-05-06,336.2831
2025-05-07,336.2831
2025-05-08,369.577
2025-05-09,410.3677
2025-05-10,410.3677
2025-05-11,397.6803
2025-05-12,385.5719
2025-05-13,385.5719
2025-05-14,385.5719
2025-05-15,385.5719
2025-05-16,385.5719
2025-05-17,385.5719
2025-05-18,385.5719
2025-05-19,385.5719
2025-05-20,385.5719
2025-05-21,385.5719
2025-05-22,385.5719
2025-05-23,385.5719
2025-05-24,385.5719
2025-05-25,385.5719
2025-05-26,385.5719
2025-05-27,385.5719
2025-05-28,385.5719
2025-05-29,385.5719
2025-05-30,385.5719
2025-05-31,385.5719
2025-06-01,277.6604
2025-06-02,289.0753
2025-06-03,313.8452
2025-06-04,313.8452
2025-06-05,325.2992
2025-06-06,340.2224
2025-06-07,340.2224
2025-06-08,371.546
2025-06-09,371.546
2025-06-10,414.8207
2025-06-11,397.7037
2025-06-12,397.7037
2025-06-13,397.7037
2025-06-14,397.7037
2025-06-15,397.7037
2025-06-16,397.7037
2025-06-17,397.7037
2025-06-18,397.7037
2025-06-19,397.7037
2025-06-20,397.7037
2025-06-21,397.7037
2025-06-22,397.7037
2025-06-23,397.7037
2025-06-24,397.7037
2025-06-25,397.7037
2025-06-26,397.7037
2025-06-27,397.7037
2025-06-28,397.7037
2025-06-29,397.7037
2025-06-30,397.7037
2025-07-01,282.0922
2025-07-02,291.6591
2025-07-03,314.2251
2025-07-04,318.2422
2025-07-05,323.5182
2025-07-06,323.5182
2025-07-07,355.0985
2025-07-08,376.1582
2025-07-09,376.1582
2025-07-10,411.9034
2025-07-11,403.5479
2025-07-12,403.5479
2025-07-13,403.5479
2025-07-14,403.5479
2025-07-15,403.5479
2025-07-16,403.5479
2025-07-17,403.5479
2025-07-18,403.5479
2025-07-19,403.5479
2025-07-20,403.5479
2025-07-21,403.5479
2025-07-22,403.5479
2025-07-23,403.5479
2025-07-24,403.5479
2025-07-25,403.5479
2025-07-26,403.5479
2025-07-27,403.5479
2025-07-28,403.5479
2025-07-29,403.5479
2025-07-30,403.5479
2025-07-31,403.5479
2025-08-01,285.9134
2025-08-02,285.9134
2025-08-03,285.9134
2025-08-04,315.6648
2025-08-05,321.2601
2025-08-06,321.2601
2025-08-07,352.5931
2025-08-08,374.1362
2025-08-09,415.8565
2025-08-10,406.6147
2025-08-11,406.6147
2025-08-12,394.5231
2025-08-13,394.5231
2025-08-14,394.5231
2025-08-15,394.5231
2025-08-16,394.5231
2025-08-17,394.5231
2025-08-18,394.5231
2025-08-19,394.5231
2025-08-20,394.5231
2025-08-21,394.5231
2025-08-22,394.5231
2025-08-23,394.5231
2025-08-24,394.5231
2025-08-25,394.5231
2025-08-26,394.5231
2025-08-27,394.5231
2025-08-28,394.5231
2025-08-29,394.5231
2025-08-30,394.5231
2025-08-31,394.5231
2025-09-01,286.6558
2025-09-02,286.6558
2025-09-03,286.6558
2025-09-04,310.6742
2025-09-05,322.5397
2025-09-06,341.6689
2025-09-07,358.4132
2025-09-08,358.4132
2025-09-09,409.2498
2025-09-10,406.5259
2025-09-11,406.5259
2025-09-12,393.2422
2025-09-13,393.2422
2025-09-14,393.2422
2025-09-15,393.2422
2025-09-16,393.2422
2025-09-17,393.2422
2025-09-18,393.2422
2025-09-19,393.2422
2025-09-20,393.2422
2025-09-21,393.2422
2025-09-22,393.2422
2025-09-23,393.2422
2025-09-24,393.2422
2025-09-25,393.2422
2025-09-26,393.2422
2025-09-27,393.2422
2025-09-28,393.2422
2025-09-29,393.2422
2025-09-30,393.2422
2025-10-01,286.7066
2025-10-02,291.3512
2025-10-03,316.452
2025-10-04,312.0344
2025-10-05,312.0344
2025-10-06,342.2859
2025-10-07,356.5712
2025-10-08,356.5712
2025-10-09,405.8896
2025-10-10,400.7029
2025-10-11,399.9418
2025-10-12,392.3481
2025-10-13,392.3481
2025-10-14,392.3481
2025-10-15,392.3481
2025-10-16,392.3481
2025-10-17,392.3481
2025-10-18,392.3481
2025-10-19,392.3481
2025-10-20,392.3481
2025-10-21,392.3481
2025-10-22,392.3481
2025-10-23,392.3481
2025-10-24,392.3481
2025-10-25,392.3481
2025-10-26,392.3481
2025-10-27,392.3481
2025-10-28,392.3481
2025-10-29,392.3481
2025-10-30,392.3481
2025-10-31,392.3481
2025-11-01,392.3481
2025-11-02,296.0111
2025-11-03,313.307
2025-11-04,310.9631
2025-11-05,310.9631
2025-11-06,340.7366
2025-11-07,353.453
2025-11-08,376.8627
2025-11-09,405.4792
2025-11-10,405.4792
2025-11-11,410.0973
2025-11-12,397.2927
2025-11-13,397.2927
2025-11-14,397.2927
2025-11-15,397.2927
2025-11-16,397.2927
2025-11-17,397.2927
2025-11-18,397.2927
2025-11-19,397.2927
2025-11-20,397.2927
2025-11-21,397.2927
2025-11-22,397.2927
2025-11-23,397.2927
2025-11-24,397.2927
2025-11-25,397.2927
2025-11-26,397.2927
2025-11-27,397.2927
2025-11-28,397.2927
2025-11-29,397.2927
2025-11-30,397.2927
2025-12-01,397.2927
2025-12-02,297.3598
2025-12-03,312.3788
2025-12-04,312.3788
2025-12-05,327.3874
2025-12-06,336.1775
2025-12-07,336.1775
2025-12-08,383.7754
2025-12-09,403.5553
2025-12-10,403.5553
2025-12-11,409.3138
2025-12-12,399.099
2025-12-13,399.099
2025-12-14,399.099
2025-12-15,399.099
2025-12-16,399.099
2025-12-17,399.099
2025-12-18,399.099
2025-12-19,399.099
2025-12-20,399.099
2025-12-21,399.099
2025-12-22,399.099
2025-12-23,399.099
2025-12-24,399.099
2025-12-25,399.099
2025-12-26,399.099
2025-12-27,399.099
2025-12-28,399.099
2025-12-29,399.099
2025-12-30,399.099
2025-12-31,399.099
2026-01-01,392.8279
2026-01-02,392.8279
2026-01-03,392.8279
2026-01-04,369.4507
2026-01-05,375.5261
2026-01-06,375.5261
2026-01-07,375.5261
2026-01-08,375.5261
2026-01-09,375.5261
2026-01-10,375.5261
2026-01-11,375.5261
2026-01-12,375.5261
2026-01-13,375.5261
2026-01-14,375.5261
2026-01-15,375.5261
2026-01-16,375.5261
2026-01-17,375.5261
2026-01-18,375.5261
2026-01-19,375.5261
2026-01-20,375.5261
2026-01-21,375.5261
2026-01-22,375.5261
2026-01-23,375.5261
2026-01-24,375.5261
2026-01-25,375.5261
2026-01-26,375.5261
2026-01-27,375.5261
2026-01-28,375.5261
2026-01-29,375.5261
2026-01-30,375.5261
2026-01-31,375.5261
2026-02-01,394.2394
2026-02-02,396.1391
2026-02-03,368.1685
2026-02-04,366.1633
2026-02-05,366.1633
2026-02-06,366.1633
2026-02-07,366.1633
2026-02-08,366.1633
2026-02-09,366.1633
2026-02-10,366.1633
2026-02-11,366.1633
2026-02-12,366.1633
2026-02-13,366.1633
2026-02-14,366.1633
2026-02-15,366.1633
2026-02-16,366.1633
2026-02-17,366.1633
2026-02-18,366.1633
2026-02-19,366.1633
2026-02-20,366.1633
2026-02-21,366.1633
2026-02-22,366.1633
2026-02-23,366.1633
2026-02-24,366.1633
2026-02-25,366.1633
2026-02-26,366.1633
2026-02-27,366.1633
2026-02-28,366.1633
2026-03-01,366.1633
2026-03-02,396.2348
2026-03-03,370.2182
2026-03-04,371.2312
2026-03-05,371.2312
2026-03-06,371.2312
2026-03-07,371.2312
2026-03-08,371.2312
2026-03-09,371.2312
2026-03-10,371.2312
2026-03-11,371.2312
2026-03-12,371.2312
2026-03-13,371.2312
2026-03-14,371.2312
2026-03-15,371.2312
2026-03-16,371.2312
2026-03-17,371.2312
2026-03-18,371.2312
2026-03-19,371.2312
2026-03-20,371.2312
2026-03-21,371.2312
2026-03-22,371.2312
2026-03-23,371.2312
2026-03-24,371.2312
2026-03-25,371.2312
2026-03-26,371.2312
2026-03-27,371.2312
2026-03-28,371.2312
2026-03-29,371.2312
2026-03-30,371.2312
2026-03-31,371.2312
2026-04-01,371.2312
2026-04-02,396.6214
2026-04-03,368.3655
2026-04-04,368.3655
2026-04-05,375.8129
2026-04-06,375.8129
2026-04-07,375.8129
2026-04-08,375.8129
2026-04-09,375.8129
2026-04-10,375.8129
2026-04-11,375.8129
2026-04-12,375.8129
2026-04-13,375.8129
2026-04-14,375.8129
2026-04-15,375.8129
2026-04-16,375.8129
2026-04-17,375.8129
2026-04-18,375.8129
2026-04-19,375.8129
2026-04-20,375.8129
2026-04-21,375.8129
2026-04-22,375.8129
2026-04-23,375.8129
2026-04-24,375.8129
2026-04-25,375.8129
2026-04-26,375.8129
2026-04-27,375.8129
2026-04-28,375.8129
2026-04-29,375.8129
2026-04-30,375.8129
2026-05-01,391.4693
2026-05-02,395.2943
2026-05-03,367.0657
2026-05-04,367.0657
2026-05-05,370.2464
2026-05-06,370.2464
2026-05-07,370.2464
2026-05-08,370.2464
2026-05-09,370.2464
2026-05-10,370.2464
2026-05-11,370.2464
2026-05-12,370.2464
2026-05-13,370.2464
2026-05-14,370.2464
2026-05-15,370.2464
2026-05-16,370.2464
2026-05-17,370.2464
2026-05-18,370.2464
2026-05-19,370.2464
2026-05-20,370.2464
2026-05-21,370.2464
2026-05-22,370.2464
2026-05-23,370.2464
2026-05-24,370.2464
2026-05-25,370.2464
2026-05-26,370.2464
2026-05-27,370.2464
2026-05-28,370.2464
2026-05-29,370.2464
2026-05-30,370.2464
2026-05-31,370.2464
2026-06-01,386.9852
2026-06-02,396.5998
2026-06-03,369.4632
2026-06-04,368.0534
2026-06-05,366.5621
2026-06-06,366.5621
2026-06-07,366.5621
2026-06-08,366.5621
2026-06-09,366.5621
2026-06-10,366.5621
2026-06-11,366.5621
2026-06-12,366.5621
2026-06-13,366.5621
2026-06-14,366.5621
2026-06-15,366.5621
2026-06-16,366.5621
2026-06-17,366.5621
2026-06-18,366.5621
2026-06-19,366.5621
2026-06-20,366.5621
2026-06-21,366.5621
2026-06-22,366.5621
2026-06-23,366.5621
2026-06-24,366.5621
2026-06-25,366.5621
2026-06-26,366.5621
2026-06-27,366.5621
2026-06-28,366.5621
2026-06-29,366.5621
2026-06-30,366.5621
2026-07-01,390.5068
2026-07-02,390.5068
2026-07-03,390.5068
2026-07-04,368.8073
2026-07-05,364.3485
2026-07-06,364.3485
2026-07-07,364.3485
2026-07-08,364.3485
2026-07-09,364.3485
2026-07-10,364.3485
2026-07-11,364.3485
2026-07-12,364.3485
2026-07-13,364.3485
2026-07-14,364.3485
2026-07-15,364.3485
2026-07-16,364.3485
2026-07-17,364.3485
2026-07-18,364.3485
2026-07-19,364.3485
2026-07-20,364.3485
2026-07-21,364.3485
2026-07-22,364.3485
2026-07-23,364.3485
2026-07-24,364.3485
2026-07-25,364.3485
2026-07-26,364.3485
2026-07-27,364.3485
2026-07-28,364.3485
2026-07-29,364.3485
2026-07-30,364.3485
2026-07-31,364.3485
2026-08-01,391.0459
2026-08-02,391.0459
2026-08-03,391.0459
2026-08-04,373.0655
2026-08-05,370.3737
2026-08-06,370.3737
2026-08-07,370.3737
2026-08-08,370.3737
2026-08-09,370.3737
2026-08-10,370.3737
2026-08-11,370.3737
2026-08-12,370.3737
2026-08-13,370.3737
2026-08-14,370.3737
2026-08-15,370.3737
2026-08-16,370.3737
2026-08-17,370.3737
2026-08-18,370.3737
2026-08-19,370.3737
2026-08-20,370.3737
2026-08-21,370.3737
2026-08-22,370.3737
2026-08-23,370.3737
2026-08-24,370.3737
2026-08-25,370.3737
2026-08-26,370.3737
2026-08-27,370.3737
2026-08-28,370.3737
2026-08-29,370.3737
2026-08-30,370.3737
2026-08-31,370.3737
2026-09-01,390.4172
2026-09-02,396.5532
2026-09-03,371.0709
2026-09-04,372.3255
2026-09-05,372.3255
2026-09-06,372.3255
2026-09-07,372.3255
2026-09-08,372.3255
2026-09-09,372.3255
2026-09-10,372.3255
2026-09-11,372.3255
2026-09-12,372.3255
2026-09-13,372.3255
2026-09-14,372.3255
2026-09-15,372.3255
2026-09-16,372.3255
2026-09-17,372.3255
2026-09-18,372.3255
2026-09-19,372.3255
2026-09-20,372.3255
2026-09-21,372.3255
2026-09-22,372.3255
2026-09-23,372.3255
2026-09-24,372.3255
2026-09-25,372.3255
2026-09-26,372.3255
2026-09-27,372.3255
2026-09-28,372.3255
2026-09-29,372.3255
2026-09-30,372.3255
2026-10-01,372.3255
2026-10-02,393.665
2026-10-03,368.9421
2026-10-04,369.8006
2026-10-05,369.8006
2026-10-06,369.8006
2026-10-07,369.8006
2026-10-08,369.8006
2026-10-09,369.8006
2026-10-10,369.8006
2026-10-11,369.8006
2026-10-12,369.8006
2026-10-13,369.8006
2026-10-14,369.8006
2026-10-15,369.8006
2026-10-16,369.8006
2026-10-17,369.8006
2026-10-18,369.8006
2026-10-19,369.8006
2026-10-20,369.8006
2026-10-21,369.8006
2026-10-22,369.8006
2026-10-23,369.8006
2026-10-24,369.8006
2026-10-25,369.8006
2026-10-26,369.8006
2026-10-27,369.8006
2026-10-28,369.8006
2026-10-29,369.8006
2026-10-30,369.8006
2026-10-31,369.8006
2026-11-01,369.8006
2026-11-02,394.4051
2026-11-03,370.8466
2026-11-04,370.8466
2026-11-05,367.5042
2026-11-06,367.5042
2026-11-07,367.5042
2026-11-08,367.5042
2026-11-09,367.5042
2026-11-10,367.5042
2026-11-11,367.5042
2026-11-12,367.5042
2026-11-13,367.5042
2026-11-14,367.5042
2026-11-15,367.5042
2026-11-16,367.5042
2026-11-17,367.5042
2026-11-18,367.5042
2026-11-19,367.5042
2026-11-20,367.5042
2026-11-21,367.5042
2026-11-22,367.5042
2026-11-23,367.5042
2026-11-24,367.5042
2026-11-25,367.5042
2026-11-26,367.5042
2026-11-27,367.5042
2026-11-28,367.5042
2026-11-29,367.5042
2026-11-30,367.5042
2026-12-01,392.1249
2026-12-02,395.2402
2026-12-03,376.9057
2026-12-04,376.9057
2026-12-05,367.5163
2022-01-02,45.8044
2022-01-03,47.0303
2022-01-04,50.1618
2022-01-05,50.1618
2022-01-06,53.2522
2022-01-07,52.791
2022-01-08,54.5801
2022-01-09,51.2212
2022-01-10,51.2212
2022-01-11,51.7724
2022-01-12,50.8227
2022-01-13,50.8227
2022-01-14,50.8227
2022-01-15,50.8227
2022-01-16,50.8227
2022-01-17,50.8227
2022-01-18,50.8227
2022-01-19,50.8227
2022-01-20,50.8227
2022-01-21,50.8227
2022-01-22,50.8227
2022-01-23,50.8227
2022-01-24,50.8227
2022-01-25,50.8227
2022-01-26,50.8227
2022-01-27,50.8227
2022-01-28,50.8227
2022-01-29,50.8227
2022-01-30,50.8227
2022-01-31,50.8227
2022-02-01,50.8227
2022-02-02,45.9318
2022-02-03,47.2424
2022-02-04,47.2424
2022-02-05,52.9005
2022-02-06,53.6145
2022-02-07,53.6145
2022-02-08,54.518
2022-02-09,51.5944
2022-02-10,51.5944
2022-02-11,51.3872
2022-02-12,50.8798
2022-02-13,50.8798
2022-02-14,50.8798
2022-02-15,50.8798
2022-02-16,50.8798
2022-02-17,50.8798
2022-02-18,50.8798
2022-02-19,50.8798
2022-02-20,50.8798
2022-02-21,50.8798
2022-02-22,50.8798
2022-02-23,50.8798
2022-02-24,50.8798
2022-02-25,50.8798
2022-02-26,50.8798
2022-02-27,50.8798
2022-02-28,50.8798
2022-03-01,42.8339
2022-03-02,46.1927
2022-03-03,47.1738
2022-03-04,47.1738
2022-03-05,53.5487
2022-03-06,53.145
2022-03-07,53.145
2022-03-08,55.208
2022-03-09,55.208
2022-03-10,53.5757
2022-03-11,50.7581
2022-03-12,50.7581
2022-03-13,50.7581
2022-03-14,50.7581
2022-03-15,50.7581
2022-03-16,50.7581
2022-03-17,50.7581
2022-03-18,50.7581
2022-03-19,50.7581
2022-03-20,50.7581
2022-03-21,50.7581
2022-03-22,50.7581
2022-03-23,50.7581
2022-03-24,50.7581
2022-03-25,50.7581
2022-03-26,50.7581
2022-03-27,50.7581
2022-03-28,50.7581
2022-03-29,50.7581
2022-03-30,50.7581
2022-03-31,50.7581
2022-04-01,42.8033
2022-04-02,46.1644
2022-04-03,47.1161
2022-04-04,50.3215
2022-04-05,52.7328
2022-04-06,52.7328
2022-04-07,54.2685
2022-04-08,55.1098
2022-04-09,55.1098
2022-04-10,53.4222
2022-04-11,51.1755
2022-04-12,51.1755
2022-04-13,51.1755
2022-04-14,51.1755
2022-04-15,51.1755
2022-04-16,51.1755
2022-04-17,51.1755
2022-04-18,51.1755
2022-04-19,51.1755
2022-04-20,51.1755
2022-04-21,51.1755
2022-04-22,51.1755
2022-04-23,51.1755
2022-04-24,51.1755
2022-04-25,51.1755
2022-04-26,51.1755
2022-04-27,51.1755
2022-04-28,51.1755
2022-04-29,51.1755
2022-04-30,51.1755
2022-05-01,43.0564
2022-05-02,43.0564
2022-05-03,43.0564
2022-05-04,50.1234
2022-05-05,53.1461
2022-05-06,53.1461
2022-05-07,53.2638
2022-05-08,54.9912
2022-05-09,50.909
2022-05-10,53.3861
2022-05-11,53.3861
2022-05-12,50.0943
2022-05-13,50.0943
2022-05-14,50.0943
2022-05-15,50.0943
2022-05-16,50.0943
2022-05-17,50.0943
2022-05-18,50.0943
2022-05-19,50.0943
2022-05-20,50.0943
2022-05-21,50.0943
2022-05-22,50.0943
2022-05-23,50.0943
2022-05-24,50.0943
2022-05-25,50.0943
2022-05-26,50.0943
2022-05-27,50.0943
2022-05-28,50.0943
2022-05-29,50.0943
2022-05-30,50.0943
2022-05-31,50.0943
2022-06-01,43.2088
2022-06-02,43.2088
2022-06-03,43.2088
2022-06-04,50.1848
2022-06-05,53.8221
2022-06-06,52.7144
2022-06-07,53.9387
2022-06-08,53.9387
2022-06-09,50.8256
2022-06-10,53.3367
2022-06-11,53.3367
2022-06-12,49.6416
2022-06-13,49.6416
2022-06-14,49.6416
2022-06-15,49.6416
2022-06-16,49.6416
2022-06-17,49.6416
2022-06-18,49.6416
2022-06-19,49.6416
2022-06-20,49.6416
2022-06-21,49.6416
2022-06-22,49.6416
2022-06-23,49.6416
2022-06-24,49.6416
2022-06-25,49.6416
2022-06-26,49.6416
2022-06-27,49.6416
2022-06-28,49.6416
2022-06-29,49.6416
2022-06-30,49.6416
2022-07-01,42.9585
2022-07-02,45.8791
2022-07-03,47.4567
2022-07-04,50.6727
2022-07-05,50.6727
2022-07-06,53.1858
2022-07-07,53.7793
2022-07-08,53.7793
2022-07-09,51.5328
2022-07-10,53.4494
2022-07-11,50.9677
2022-07-12,49.8349
2022-07-13,49.8349
2022-07-14,49.8349
2022-07-15,49.8349
2022-07-16,49.8349
2022-07-17,49.8349
2022-07-18,49.8349
2022-07-19,49.8349
2022-07-20,49.8349
2022-07-21,49.8349
2022-07-22,49.8349
2022-07-23,49.8349
2022-07-24,49.8349
2022-07-25,49.8349
2022-07-26,49.8349
2022-07-27,49.8349
2022-07-28,49.8349
2022-07-29,49.8349
2022-07-30,49.8349
2022-07-31,49.8349
2022-08-01,49.8349
2022-08-02,46.1693
2022-08-03,48.223
2022-08-04,49.8159
2022-08-05,49.8159
2022-08-06,53.4308
2022-08-07,53.0451
2022-08-08,55.341
2022-08-09,52.2076
2022-08-10,52.2076
2022-08-11,51.0788
2022-08-12,49.4268
2022-08-13,49.4268
2022-08-14,49.4268
2022-08-15,49.4268
2022-08-16,49.4268
2022-08-17,49.4268
2022-08-18,49.4268
2022-08-19,49.4268
2022-08-20,49.4268
2022-08-21,49.4268
2022-08-22,49.4268
2022-08-23,49.4268
2022-08-24,49.4268
2022-08-25,49.4268
2022-08-26,49.4268
2022-08-27,49.4268
2022-08-28,49.4268
2022-08-29,49.4268
2022-08-30,49.4268
2022-08-31,49.4268
2022-09-01,49.4268
2022-09-02,45.6612
2022-09-03,48.0058
2022-09-04,48.0058
2022-09-05,53.5843
2022-09-06,53.6364
2022-09-07,53.6364
2022-09-08,55.3049
2022-09-09,52.628
2022-09-10,52.628
2022-09-11,50.43
2022-09-12,49.2154
2022-09-13,49.2154
2022-09-14,49.2154
2022-09-15,49.2154
2022-09-16,49.2154
2022-09-17,49.2154
2022-09-18,49.2154
2022-09-19,49.2154
2022-09-20,49.2154
2022-09-21,49.2154
2022-09-22,49.2154
2022-09-23,49.2154
2022-09-24,49.2154
2022-09-25,49.2154
2022-09-26,49.2154
2022-09-27,49.2154
2022-09-28,49.2154
2022-09-29,49.2154
2022-09-30,49.2154
2022-10-01,43.2317
2022-10-02,46.2763
2022-10-03,47.5595
2022-10-04,47.5595
2022-10-05,54.419
2022-10-06,54.0352
2022-10-07,54.0352
2022-10-08,55.3749
2022-10-09,55.3749
2022-10-10,53.459
2022-10-11,50.1269
2022-10-12,50.1269
2022-10-13,50.1269
2022-10-14,50.1269
2022-10-15,50.1269
2022-10-16,50.1269
2022-10-17,50.1269
2022-10-18,50.1269
2022-10-19,50.1269
2022-10-20,50.1269
2022-10-21,50.1269
2022-10-22,50.1269
2022-10-23,50.1269
2022-10-24,50.1269
2022-10-25,50.1269
2022-10-26,50.1269
2022-10-27,50.1269
2022-10-28,50.1269
2022-10-29,50.1269
2022-10-30,50.1269
2022-10-31,50.1269
2022-11-01,42.9173
2022-11-02,46.2058
2022-11-03,48.2379
2022-11-04,49.7151
2022-11-05,54.1166
2022-11-06,54.1166
2022-11-07,52.8264
2022-11-08,54.1855
2022-11-09,54.1855
2022-11-10,53.8502
2022-11-11,50.4883
2022-11-12,50.4883
2022-11-13,50.4883
2022-11-14,50.4883
2022-11-15,50.4883
2022-11-16,50.4883
2022-11-17,50.4883
2022-11-18,50.4883
2022-11-19,50.4883
2022-11-20,50.4883
2022-11-21,50.4883
2022-11-22,50.4883
2022-11-23,50.4883
2022-11-24,50.4883
2022-11-25,50.4883
2022-11-26,50.4883
2022-11-27,50.4883
2022-11-28,50.4883
2022-11-29,50.4883
2022-11-30,50.4883
2022-12-01,42.931
2022-12-02,42.931
2022-12-03,42.931
2022-12-04,50.3512
2022-12-05,54.3556
2022-12-06,54.3556
2022-12-07,52.9831
2022-12-08,54.2215
2022-12-09,52.9051
2022-12-10,54.467
2022-12-11,54.467
2022-12-12,49.4554
2022-12-13,49.4554
2022-12-14,49.4554
2022-12-15,49.4554
2022-12-16,49.4554
2022-12-17,49.4554
2022-12-18,49.4554
2022-12-19,49.4554
2022-12-20,49.4554
2022-12-21,49.4554
2022-12-22,49.4554
2022-12-23,49.4554
2022-12-24,49.4554
2022-12-25,49.4554
2022-12-26,49.4554
2022-12-27,49.4554
2022-12-28,49.4554
2022-12-29,49.4554
2022-12-30,49.4554
2022-12-31,49.4554
2023-01-01,49.4554
2023-01-02,57.5278
2023-01-03,58.4354
2023-01-04,58.4354
2023-01-05,62.9903
2023-01-06,60.9428
2023-01-07,60.9428
2023-01-08,70.0477
2023-01-09,74.1688
2023-01-10,74.1688
2023-01-11,78.045
2023-01-12,79.7679
2023-01-13,79.7679
2023-01-14,79.7679
2023-01-15,79.7679
2023-01-16,79.7679
2023-01-17,79.7679
2023-01-18,79.7679
2023-01-19,79.7679
2023-01-20,79.7679
2023-01-21,79.7679
2023-01-22,79.7679
2023-01-23,79.7679
2023-01-24,79.7679
2023-01-25,79.7679
2023-01-26,79.7679
2023-01-27,79.7679
2023-01-28,79.7679
2023-01-29,79.7679
2023-01-30,79.7679
2023-01-31,79.7679
2023-02-01,53.1963
2023-02-02,58.0851
2023-02-03,59.3403
2023-02-04,59.3403
2023-02-05,62.6874
2023-02-06,62.4673
2023-02-07,62.4673
2023-02-08,69.4699
2023-02-09,69.4699
2023-02-10,74.0601
2023-02-11,78.1138
2023-02-12,78.1138
2023-02-13,78.1138
2023-02-14,78.1138
2023-02-15,78.1138
2023-02-16,78.1138
2023-02-17,78.1138
2023-02-18,78.1138
2023-02-19,78.1138
2023-02-20,78.1138
2023-02-21,78.1138
2023-02-22,78.1138
2023-02-23,78.1138
2023-02-24,78.1138
2023-02-25,78.1138
2023-02-26,78.1138
2023-02-27,78.1138
2023-02-28,78.1138
2023-03-01,54.086
2023-03-02,57.5619
2023-03-03,58.7789
2023-03-04,61.9599
2023-03-05,62.4099
2023-03-06,62.4099
2023-03-07,65.9618
2023-03-08,69.8542
2023-03-09,69.8542
2023-03-10,74.316
2023-03-11,78.0491
2023-03-12,78.0491
2023-03-13,78.0491
2023-03-14,78.0491
2023-03-15,78.0491
2023-03-16,78.0491
2023-03-17,78.0491
2023-03-18,78.0491
2023-03-19,78.0491
2023-03-20,78.0491
2023-03-21,78.0491
